MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.8571,28,6.5910780669,1.0334572491,804,2.9888475836,37.67,-121.78,2.011
3.8523,25,5.5,1.1807909605,900,2.5423728814,37.66,-121.78,1.93
5.98,22,6.5864695341,0.9901433692,6693,2.998655914,37.66,-121.79,2.45
2.45,17,8.9736842105,1.8552631579,338,2.2236842105,38.69,-119.78,1.176
2.2417,15,10.5153061224,2.3724489796,573,2.9234693878,38.72,-119.93,0.979
3.15,16,29.8529411765,5.3235294118,202,1.9803921569,38.52,-120,1.406
3.4609,14,8.6253041363,1.7080291971,946,2.301703163,38.48,-120.56,1.209
3,13,6.3175965665,1.1974248927,1091,2.3412017167,38.45,-120.59,1.19
3.2031,16,7.9723756906,1.3756906077,435,2.4033149171,38.46,-120.55,1.292
2.5208,17,6.3960674157,1.3314606742,767,2.154494382,38.45,-120.55,0.991
2.3549,18,5.6462093863,1.2888086643,618,2.2310469314,38.43,-120.55,1.089
3.0125,15,10.168591224,2.0577367206,1103,2.5473441109,38.55,-120.25,1.117
2.05,34,6.0588235294,1.3582887701,495,2.6470588235,38.54,-120.79,0.689
3.125,23,6.3757961783,1.2420382166,369,2.3503184713,38.51,-120.8,0.964
2.65,10,6.8053435115,1.286259542,638,2.4351145038,38.5,-120.65,1.167
3.5,17,6.3375,1.2875,607,2.5291666667,38.47,-120.76,1.238
2.5476,25,4.7708333333,1.03125,657,2.28125,38.45,-120.88,0.979
3.9107,40,6.5,1.1495327103,546,2.5514018692,38.43,-120.79,1.298
4.2917,13,6.4605263158,1.1622807018,597,2.6184210526,38.44,-120.69,1.213
3.3393,15,5.7777777778,1.0833333333,529,2.4490740741,38.5,-120.93,1.072
4.3029,16,6.0905923345,1.1219512195,4930,17.1777003484,38.42,-120.97,1.219
2.8125,28,5.7277936963,1.0959885387,1614,2.3123209169,38.37,-120.87,1.134
3.5508,27,5.785,1.0883333333,1793,2.9883333333,38.34,-120.98,0.991
3.2589,18,6.3721461187,1.1232876712,1187,2.7100456621,38.32,-120.88,1.03
3.2937,13,6.8327868852,1.4721311475,834,2.7344262295,38.26,-120.93,1.142
3.0465,17,5.9328436516,1.1385099685,2237,2.3473242392,38.42,-120.72,1.441
2.3125,15,5.6810228802,1.0982503365,1737,2.3378196501,38.38,-120.77,1.286
2.525,9,5.839869281,1.1339869281,806,2.6339869281,38.38,-120.72,1.572
3.175,18,5.6272965879,1.1023622047,985,2.5853018373,38.4,-120.66,1.185
2.6078,23,5.7602996255,1.1423220974,730,2.734082397,38.42,-120.65,1.167
2.7399,15,6.2189054726,1.1459369818,1444,2.3946932007,38.39,-120.62,1.348
2.7236,19,5.7720848057,1.0848056537,1252,2.2120141343,38.36,-120.69,1.099
4.4531,16,5.9014084507,1.0845070423,559,2.6244131455,38.34,-120.71,1.443
3.2135,37,5.541322314,1.0578512397,533,2.2024793388,38.31,-120.8,1.236
3.1142,12,5.5385915493,1.0822535211,4644,2.6163380282,39.76,-121.83,1.126
3.0068,23,5.2306353351,0.9712793734,2710,2.3585726719,39.76,-121.82,1.073
3.0905,12,5.1224899598,1.0562248996,3628,2.4283801874,39.78,-121.86,1.178
1.9362,17,4.3978315263,0.9816513761,2446,2.0400333611,39.77,-121.85,0.899
2.3155,14,4.2901459854,1.1313868613,1215,2.2171532847,39.76,-121.84,1.023
2.0094,19,4.3515296941,1.0707858428,4030,2.4175164967,39.76,-121.86,0.873
3.07,15,5.3856243442,0.9758656873,4591,2.4087093389,39.76,-121.89,1.426
1.6785,12,4.4852851012,1.0110361741,7517,2.3044144697,39.74,-121.88,1.531
3.6625,22,5.7474747475,0.9966329966,822,2.7676767677,39.75,-121.87,1.266
3.5046,18,5.6348122867,1.0546075085,856,2.9215017065,39.75,-121.86,1.183
3.9,7,6.5547169811,1.0943396226,747,2.8188679245,39.74,-121.87,1.47
1.8095,39,4.4031007752,0.984496124,267,2.0697674419,39.75,-121.85,0.781
2.2833,39,4.3143939394,1.0037878788,623,2.3598484848,39.74,-121.85,0.858
1.5633,41,4.5901898734,1.0901898734,1426,2.2563291139,39.74,-121.85,0.845
3.4191,52,4.5306122449,0.8163265306,1107,11.2959183673,39.73,-121.85,1.375
0.9393,17,4.518469657,1.0910290237,2469,3.2572559367,39.73,-121.85,0.889
1.1019,13,4.4566326531,1.075255102,1571,2.0038265306,39.74,-121.86,1.202
1.7284,29,4.362,1.053,2053,2.053,39.75,-121.84,0.745
2.2621,43,5.3142857143,1.0696428571,1181,2.1089285714,39.74,-121.84,0.851
2.575,34,5.4932659933,1.0168350168,1290,2.1717171717,39.74,-121.83,1.303
4.3309,28,6.820855615,1.0106951872,1011,2.7032085561,39.75,-121.8,1.252
3.0253,29,5.6732600733,1.0073260073,3316,2.4293040293,39.75,-121.82,1.114
3.2016,37,5.8997361478,0.981530343,974,2.5699208443,39.75,-121.82,0.97
3.1125,11,5.7056962025,1.0719936709,3264,2.582278481,39.75,-121.8,1.226
3.0625,8,5.2831940576,1.103992572,2887,2.6805942433,39.73,-121.79,1.163
2.125,8,4.8275862069,0.9655172414,84,2.8965517241,39.71,-121.78,1.792
2.2925,44,4.6693290735,1.052715655,1371,2.1900958466,39.73,-121.82,0.858
1.6797,52,4.3961038961,0.987012987,379,2.461038961,39.73,-121.84,0.948
1.5481,52,5.02,1,311,3.11,39.73,-121.84,2
0.987,52,4.3282828283,1.1717171717,520,2.6262626263,39.73,-121.84,1.125
0.9566,52,4.2602339181,1.1374269006,802,2.3450292398,39.72,-121.84,0.69
1.3672,52,4.2914798206,1.1793721973,513,2.3004484305,39.73,-121.84,0.55
2.0064,52,4.6180371353,1.0636604775,753,1.9973474801,39.73,-121.83,0.779
1.6911,18,4.7716535433,1.0229658793,5022,3.2952755906,39.72,-121.85,0.988
1.6827,52,4.9347258486,1.0966057441,974,2.5430809399,39.72,-121.83,0.787
1.5863,21,5.1540816327,1.0755102041,2948,3.0081632653,39.7,-121.81,0.813
1.7426,33,4.9933184855,1.1514476615,1160,2.583518931,39.73,-121.82,0.603
1.5064,42,4.3858615611,1.0220913108,1879,2.7673048601,39.72,-121.82,0.663
2.0288,18,4.3487544484,0.8896797153,708,2.5195729537,39.71,-121.81,1.167
4.5032,11,6.3,1.0185185185,2456,3.0320987654,39.82,-121.87,1.597
3.7007,26,6.2723112128,1.0320366133,1217,2.7848970252,39.71,-121.89,1.392
3.5735,16,5.0804195804,1.0454545455,904,3.1608391608,39.79,-121.97,0.896
3.5375,38,5.8404255319,1.1170212766,275,2.9255319149,39.68,-121.84,1.531
2.8306,25,5.4640198511,1.047146402,1109,2.7518610422,39.64,-121.8,0.875
4.712,20,6.265,1.015,1705,2.8416666667,39.66,-121.77,1.586
2.3833,24,5.6433823529,1.0257352941,726,2.6691176471,39.59,-121.74,0.951
3.0625,20,5.86,1.112,745,2.98,39.59,-121.9,0.938
2.7143,16,6.3853006682,1.2449888641,1203,2.6792873051,39.88,-121.75,0.953
3.5189,15,5.489010989,1.0274725275,1786,2.4532967033,39.82,-121.68,1.413
2.4028,17,31.7777777778,9.7037037037,47,1.7407407407,40.06,-121.54,0.675
2.3036,22,6.2468085106,1.2127659574,611,2.6,39.97,-121.51,0.73
2.8657,14,5.8505747126,1.030651341,665,2.5478927203,39.86,-121.59,1.196
2.2419,16,5.6539408867,1.1133004926,1904,2.3448275862,39.83,-121.58,0.932
2.4537,10,5.5833333333,0.983974359,721,2.3108974359,39.8,-121.6,1.179
2.5374,11,5.8282674772,1.1048632219,1456,2.2127659574,39.79,-121.62,0.972
2.3507,12,5.5310734463,1.0423728814,875,2.4717514124,39.82,-121.59,0.976
2.3079,12,5.6727272727,1.0590909091,1532,2.3212121212,39.83,-121.6,0.953
2.6147,11,6.2681388013,1.1466876972,1610,2.5394321767,39.82,-121.63,1.077
2.567,18,5.022556391,1.0018796992,1151,2.1635338346,39.79,-121.6,1.029
1.625,20,4.4226190476,1.0178571429,395,2.3511904762,39.79,-121.59,0.883
1.4048,16,5.0718232044,1.0497237569,1063,1.9576427256,39.78,-121.59,0.865
2.1838,18,4.5652173913,0.9903381643,385,1.8599033816,39.78,-121.59,0.58
1.875,26,5.0777027027,1.1587837838,699,2.3614864865,39.77,-121.6,0.84
2.963,25,5.3201320132,1.0330033003,837,2.7623762376,39.77,-121.61,0.895
2.6823,28,5.427184466,1.0582524272,770,2.4919093851,39.78,-121.63,0.934
2.1912,23,5.1973684211,0.9013157895,365,2.4013157895,39.8,-121.57,1.152
2.0458,18,5.0477272727,1.0431818182,952,2.1636363636,39.78,-121.57,1.057
2.3068,24,5.6227106227,1.010989011,664,2.4322344322,39.77,-121.59,0.973
2.7863,19,5.6688172043,1.1247311828,1184,2.5462365591,39.79,-121.58,1.086
2.0882,20,5.9655172414,1.1077586207,557,2.400862069,39.76,-121.57,1.049
3.1061,19,5.4900662252,1.0706401766,1110,2.4503311258,39.76,-121.58,1.102
1.7875,18,5.2704402516,1.0440251572,733,2.3050314465,39.76,-121.58,1.038
2.2,20,4.3033175355,0.9763033175,481,2.2796208531,39.75,-121.59,0.808
2.3403,23,4.9736263736,1.0923076923,1138,2.5010989011,39.77,-121.6,0.873
1.8245,22,4.4010791367,1,1157,2.0809352518,39.76,-121.6,0.855
2.5428,31,5.6932084309,1.1990632319,1026,2.4028103044,39.76,-121.61,0.85
1.8125,23,4.8997214485,1.0194986072,788,2.1949860724,39.77,-121.62,0.935
3,31,5.2772277228,1.0495049505,794,2.6204620462,39.76,-121.65,0.967
2.8182,22,5.3020408163,0.9836734694,1151,2.3489795918,39.76,-121.63,1.097
1.7788,14,3.8998109641,1.056710775,934,1.7655954631,39.76,-121.62,0.858
1.0625,20,4.5465116279,1.011627907,523,2.0271317829,39.75,-121.62,0.928
1.8616,37,5.0428015564,1.1517509728,569,2.2140077821,39.75,-121.63,0.705
2.3711,20,5.3970149254,0.9970149254,763,2.2776119403,39.74,-121.64,1.218
3.066,17,5.3463035019,1.0817120623,1174,2.2840466926,39.71,-121.71,1.026
2.9625,17,5.7128874388,1.0685154976,1763,2.8760195759,39.66,-121.66,1.012
3.13,8,5.5390625,1.01953125,1163,2.271484375,39.69,-121.56,1.683
2.4623,17,5.6807017544,1.0245614035,705,2.4736842105,39.74,-121.57,1.261
2.3798,17,4.7848837209,0.9593023256,750,2.1802325581,39.74,-121.59,0.838
1.9766,19,5.7875751503,1.1843687375,984,1.9719438878,39.75,-121.6,0.926
2.3958,15,5.0818181818,1.0454545455,844,2.5575757576,39.68,-121.6,1.112
1.6948,15,5.6766467066,1.2215568862,893,2.6736526946,39.83,-121.5,0.875
2.3895,17,5.1732026144,1.0816993464,730,2.385620915,39.72,-121.41,0.875
2.8871,22,7.2327365729,1.5601023018,986,2.5217391304,39.61,-121.39,0.947
2.3684,35,6.1960784314,1.4509803922,221,2.1666666667,39.65,-121.24,0.625
1.4896,17,7.028436019,1.345971564,481,2.2796208531,39.55,-121.19,0.833
2.3917,15,5.0100603622,1.060362173,1229,2.4728370221,39.52,-121.36,0.857
1.7708,9,4.152284264,1,358,1.8172588832,39.52,-121.56,0.795
1.7308,26,4.9294710327,1.080604534,945,2.3803526448,39.52,-121.56,0.536
1.5771,12,4.1759036145,1.0144578313,1861,4.4843373494,39.53,-121.56,0.652
2.1467,15,4.3219512195,0.9951219512,576,2.8097560976,39.6,-121.54,0.841
2.9562,14,6.0380848749,1.0881392818,1822,1.9825897715,39.54,-121.46,1.423
3.9028,25,5.4709677419,0.9870967742,436,2.8129032258,39.52,-121.49,0.938
3.0446,26,5.6575342466,1.1130136986,790,2.7054794521,39.5,-121.44,0.908
3.2174,17,6.7565217391,1.052173913,553,2.4043478261,39.49,-121.47,0.918
2.6921,19,6.1285008237,1.0477759473,1304,2.1482701812,39.51,-121.47,0.975
4.5156,35,6.1220338983,0.993220339,683,2.3152542373,39.53,-121.53,0.912
2.4821,30,6.4779874214,1.0125786164,448,2.8176100629,39.52,-121.53,0.738
2.9688,24,5.5268817204,0.9946236559,471,2.5322580645,39.52,-121.53,0.864
2.502,33,4.6862745098,0.9895424837,1887,2.4666666667,39.51,-121.54,0.621
2.334,30,5.3652173913,1.0608695652,1688,2.9356521739,39.51,-121.52,0.722
2.0357,39,5.0032258065,1.1387096774,684,2.2064516129,39.51,-121.55,0.576
0.8024,48,5.1366459627,1.2298136646,396,2.4596273292,39.51,-121.55,0.583
1.1607,50,4.0384615385,1.1076923077,485,1.8653846154,39.51,-121.55,0.517
1.3654,47,5.6,1.2894736842,603,3.1736842105,39.51,-121.56,0.579
1.6352,46,5.4322766571,1.1095100865,871,2.5100864553,39.51,-121.56,0.531
1.5714,31,4.6399082569,1.0756880734,1073,2.4610091743,39.5,-121.57,0.561
1.9956,25,5.0292275574,1.0229645094,1384,2.8893528184,39.52,-121.58,0.58
1.6389,24,4.8441558442,0.9662337662,1087,2.8233766234,39.51,-121.58,0.567
2.1658,29,5.7774480712,1.1364985163,925,2.7448071217,39.5,-121.58,0.576
1.6346,18,5.4675324675,1.0805194805,974,2.5298701299,39.5,-121.62,0.633
1.8661,24,4.9845201238,1.0030959752,909,2.8142414861,39.52,-121.61,0.598
1.4833,23,4.7993079585,1.124567474,640,2.214532872,39.53,-121.65,0.652
0.8252,15,5.05,1.35,145,3.625,39.48,-121.57,0.425
1.0585,26,4.3622795115,1.1221166893,2041,2.7693351425,39.5,-121.55,0.451
1.3289,38,5.2290909091,1.1272727273,779,2.8327272727,39.5,-121.54,0.394
1.5313,19,5.6094890511,1.200729927,617,2.2518248175,39.49,-121.53,0.503
1.8047,29,4.6936790924,0.9659643436,1809,2.9319286872,39.48,-121.54,0.538
2.4952,14,5.7086092715,1.0430463576,939,3.1092715232,39.47,-121.54,0.539
2.2045,41,5.1222222222,1.1888888889,284,3.1555555556,39.48,-121.55,0.418
2.9965,20,5.8391608392,1.0909090909,1174,2.7365967366,39.49,-121.49,0.889
3.2833,33,6.329004329,1.0432900433,569,2.4632034632,39.5,-121.52,0.826
2.6563,30,5.2231759657,1.0214592275,677,2.9055793991,39.49,-121.52,0.636
2.0455,21,5.6153846154,1.0555555556,1364,2.9145299145,39.48,-121.52,0.594
1.3611,18,4.7957894737,1.1010526316,1185,2.4947368421,39.45,-121.55,0.606
2.6071,26,5.6066945607,1.0669456067,662,2.769874477,39.44,-121.53,0.571
1.7727,31,4.9619377163,0.9792387543,811,2.8062283737,39.44,-121.55,0.49
2.3566,15,5.6657754011,1.0401069519,1079,2.885026738,39.43,-121.52,0.804
2.425,17,5.4857571214,1.1019490255,1970,2.9535232384,39.4,-121.46,0.962
3.0208,52,5.1081081081,0.9189189189,121,3.2702702703,39.39,-121.39,0.6
2.5313,27,5.2173913043,1.0869565217,359,2.6014492754,39.33,-121.54,0.613
2.1776,22,5.4437229437,1.0432900433,1284,2.7792207792,39.39,-121.59,0.738
1.9943,27,5.1772908367,1,1241,2.4721115538,39.37,-121.67,0.863
1.7552,24,4.4185022026,1.1057268722,1098,4.8370044053,39.35,-121.65,0.864
2.6607,22,6.5080213904,1.1978609626,537,2.871657754,39.34,-121.67,0.846
2.7891,40,5.7183098592,1.0845070423,374,2.6338028169,39.32,-121.65,0.735
2.3224,29,5.1869158879,1.1004672897,1170,2.7336448598,39.36,-121.69,0.562
1.7885,32,5.0739726027,1.0219178082,911,2.495890411,39.37,-121.7,0.57
1.91,46,5,1.0041322314,523,2.1611570248,39.36,-121.7,0.639
2.0474,37,4.9574468085,1.0531914894,1505,3.2021276596,39.36,-121.7,0.56
1.8355,34,5.103030303,1.1272727273,635,3.8484848485,39.36,-121.69,0.63
2.3243,27,6.3471882641,1.0635696822,1100,2.6894865526,39.38,-121.74,0.855
2.5259,30,5.5081081081,1.0378378378,501,2.7081081081,39.33,-121.8,0.813
2.2813,21,5.2072727273,1.0327272727,862,3.1345454545,39.42,-121.71,0.576
2.1728,22,5.6160990712,1.0588235294,941,2.9133126935,39.41,-121.71,0.594
2.4943,29,5.0508982036,0.9790419162,864,2.5868263473,39.4,-121.75,0.819
3.3929,39,6.656626506,1.0843373494,408,2.4578313253,39.48,-121.79,0.821
2.3816,16,6.055954089,1.1205164993,1516,2.175035868,38.15,-120.46,1.16
2.5,10,5.381443299,1.116838488,785,2.6975945017,38.12,-120.55,1.161
2.3654,34,5.5906313646,1.1384928717,1150,2.3421588595,38.09,-120.56,0.949
2.9063,27,6.0251256281,1.1256281407,463,2.3266331658,38.07,-120.55,0.922
2.2875,37,5.2571428571,1.0571428571,339,2.4214285714,38.07,-120.54,0.799
2.6528,9,8.0107526882,1.5860215054,2233,2.4010752688,37.97,-120.67,1.33
3,16,6.1105691057,1.162601626,1777,2.8894308943,38.09,-120.46,1.226
2.9821,19,5.2789473684,1.2368421053,538,2.8315789474,38.24,-120.79,0.904
2.0472,16,5.9315589354,1.2186311787,1319,2.5076045627,38.2,-120.9,0.932
4.0109,8,5.5741758242,1.0631868132,1000,2.7472527473,38.16,-120.88,1.259
3.636,9,5.9949832776,1.1371237458,1800,3.0100334448,38.11,-120.91,1.331
3.8488,7,6.4466367713,1.1551569507,3175,2.8475336323,38.12,-120.76,1.306
2.1382,21,5.6684981685,1.2472527473,1341,2.456043956,38.28,-120.65,1.04
2.5473,32,5.4573170732,1.1036585366,1061,2.156504065,38.24,-120.72,1.016
2.0417,17,5.2606382979,1.0833333333,1387,2.4592198582,38.19,-120.67,0.926
2.6417,13,5.821529745,1.1997167139,1796,2.5439093484,38.2,-120.57,1.223
2.4583,13,6.104,1.288,311,2.488,38.25,-120.43,1.125
2.6667,20,5.5949367089,1.2953586498,563,2.3755274262,38.39,-120.56,0.866
2.5667,21,5.3745318352,1.1011235955,668,2.5018726592,38.41,-120.54,0.774
2.7344,18,7.0851581509,1.6131386861,999,2.4306569343,38.42,-120.42,0.919
3.024,17,6.4734513274,1.4955752212,529,2.3407079646,38.33,-120.41,1.009
1.625,18,6.1347826087,1.3565217391,592,2.5739130435,38.31,-120.55,0.947
2.2604,17,6.016,1.432,661,2.644,38.35,-120.57,0.848
2.8208,10,7.0607553366,1.3875205255,1480,2.4302134647,38.21,-120.36,1.399
3.75,10,16.8475336323,3.2376681614,546,2.4484304933,38.23,-120.34,1.214
4.4063,13,28.7572815534,5.3009708738,252,2.4466019417,38.26,-120.33,1.558
2.9821,17,13.4730392157,2.5882352941,997,2.443627451,38.25,-120.34,1.115
2.6942,13,11.4908616188,2.1644908616,924,2.4125326371,38.23,-120.37,1.235
2.5352,13,9.7930283224,1.8649237473,1149,2.5032679739,38.25,-120.37,1.137
3.3542,10,28.1129032258,5.6048387097,298,2.4032258065,38.29,-120.27,1.038
3.075,13,33.9896907216,6.824742268,267,2.7525773196,38.31,-120.27,1.083
3.125,11,47.5151515152,11.1818181818,82,2.4848484848,38.42,-120.19,0.775
2.7841,48,5.5075376884,1.0954773869,657,3.3015075377,39.03,-121.91,0.658
2.9489,39,5.4125874126,1.1293706294,815,2.8496503497,38.99,-122,0.675
2.2754,23,5.1298527443,1.0361445783,2435,3.2597054886,39,-122.13,0.592
2.7137,17,5.6392294221,1.054290718,3266,2.8598949212,39.15,-121.99,0.72
3.2625,27,5.1459074733,1.0498220641,670,2.384341637,39.22,-122.04,0.928
3.017,52,4.9777777778,0.8444444444,120,2.6666666667,39.25,-122.08,1.125
2.25,10,5.4285714286,1.2653061224,154,3.1428571429,39.1,-122.33,0.75
3.125,33,7.2380952381,1.1836734694,434,2.9523809524,39.15,-122.2,1.08
2.331,28,5.1469135802,1.1049382716,2587,3.1938271605,39.13,-122.09,0.655
2.875,44,6.08,1.3142857143,494,2.8228571429,39.34,-122.05,0.615
2.5625,35,5.8634453782,1.1596638655,1395,2.9306722689,39.31,-122.17,0.627
1.7463,19,7.6121495327,1.8037383178,551,2.5747663551,39.3,-122.51,0.688
2.2679,50,5.1856677524,1.2117263844,781,2.5439739414,39.21,-122.01,0.691
2.5556,52,5.0227272727,0.9898989899,985,2.4873737374,39.21,-122.01,0.758
2.4559,39,4.875502008,1.0040160643,660,2.6506024096,39.21,-122.01,0.75
2.1845,39,7.8764044944,1.4606741573,271,3.0449438202,39.3,-121.96,1.125
3.4402,28,6.5228215768,1.4398340249,1095,2.2717842324,38.03,-121.65,1.924
3.6694,17,5.098,1.192,1169,2.338,38.03,-121.63,2.094
3.2619,25,6.1932515337,1.2607361963,888,2.7239263804,38.04,-121.63,1.838
5.0016,3,7.2460691824,1.1965408805,3578,2.8128930818,38,-121.73,1.891
4.9618,7,6.1539056458,1.0162412993,4460,3.4493426141,38,-121.72,1.565
5.0468,5,6.5303308824,1.0505514706,3523,3.2380514706,37.98,-121.72,1.688
3.6411,19,5.892173913,1.0417391304,1707,2.9686956522,37.98,-121.68,1.628
5.1041,9,6.013671875,1.013671875,1562,3.05078125,37.98,-121.7,1.729
3.3558,27,5.4611032532,1.0155586987,2085,2.9490806223,37.99,-121.71,1.297
4.375,22,6.3780487805,1.1890243902,527,3.2134146341,37.99,-121.67,2.135
1.6554,44,4.2605042017,0.9453781513,704,2.9579831933,37.93,-121.68,1.194
2.8828,36,5.7,1.0666666667,861,2.87,37.94,-121.7,1.311
3.8125,15,4.5905707196,1.094292804,1348,3.3449131514,37.95,-121.69,1.254
3.2813,33,5.152688172,0.9720430108,1391,2.9913978495,37.96,-121.7,1.514
4.7426,19,5.8714285714,1.0228571429,1064,3.04,37.93,-121.66,2.631
4.8958,17,7.3483146067,1.0898876404,825,3.0898876404,37.91,-121.7,1.871
2.2216,19,4.9751861042,1.0049627792,972,2.41191067,37.93,-121.7,1.567
5.7104,5,6.5268676278,1.0144167759,2399,3.1441677588,37.95,-121.74,1.863
4.6587,10,5.8387096774,1.0967741935,1779,3.188172043,37.93,-121.7,1.525
5.1017,13,7.0828571429,1.1257142857,1075,3.0714285714,37.91,-121.6,2.414
6.9051,5,8.5272938444,1.3077816492,4276,2.4831591173,37.9,-121.6,3.409
3.691,30,4.9756097561,1,989,3.4459930314,37.86,-121.61,1.544
4.4583,22,6.246875,1.296875,967,3.021875,37.85,-121.64,2.539
2.2532,46,5.0850111857,1.1073825503,1088,2.4340044743,38.01,-121.8,1.094
2.2361,47,4.941475827,1.0941475827,1074,2.7328244275,38.01,-121.81,1.051
2.2639,52,4.9734513274,1.0840707965,528,2.3362831858,38.01,-121.81,1.285
2.2361,46,4.4,1.075,101,2.525,38.02,-121.82,0.938
2.1719,42,3.8233082707,0.9511278195,798,3,38.01,-121.82,0.991
1.5988,50,4.6861924686,1.1757322176,625,2.6150627615,38.01,-121.82,0.964
3.4722,25,5.3133802817,1.0669014085,1614,2.8415492958,38.01,-121.82,1.27
0.536,46,3.1428571429,1.0476190476,37,1.7619047619,38.02,-121.84,0.875
4.4491,19,6.3696682464,1.1113744076,1216,2.8815165877,38.01,-121.78,1.339
3.1728,17,6.5242718447,1.3171521036,1749,2.8300970874,38.01,-121.79,1.468
3.6118,34,5.4593639576,1.0477031802,1588,2.8056537102,38,-121.79,1.247
2.7234,44,5.8102189781,1.0602189781,1399,2.552919708,38.01,-121.8,1.102
3.5179,37,5.8470363289,1.0841300191,1351,2.5831739962,38.01,-121.8,1.308
5.3245,8,5.9873737374,0.946969697,1094,2.7626262626,38,-121.78,1.745
3.9861,13,5.8490196078,1.0470588235,1417,2.7784313725,38.01,-121.77,1.681
4.8194,18,6.4233409611,1.0183066362,1315,3.0091533181,37.99,-121.81,1.704
5.1435,22,6.8558823529,1.0558823529,1086,3.1941176471,37.99,-121.81,1.508
5.0164,13,6.5815485997,0.9967051071,1969,3.2438220758,37.98,-121.82,1.652
2.6364,47,5.1214574899,1.028340081,587,2.3765182186,38.01,-121.82,0.935
2.8466,29,4.9285714286,1.0761904762,985,2.3452380952,38,-121.82,1.134
2.905,37,5.0444444444,1.0722222222,1400,2.5925925926,38,-121.81,0.973
4.4583,30,5.7840707965,1.003539823,1714,3.0336283186,38,-121.82,1.31
4.2647,26,5.9434628975,1.0070671378,1806,3.1908127208,38,-121.85,1.334
2.0411,24,4.1863468635,1.0774907749,1239,2.2859778598,38,-121.85,1
2.5495,15,4.365569273,1.1289437586,3838,2.6323731139,38,-121.83,1.036
4.8359,25,6.6023166023,1.111969112,799,3.0849420849,38,-121.83,1.453
4.9167,23,6.6091954023,1,572,3.2873563218,37.99,-121.83,1.524
4.4853,23,7.0609318996,1.0609318996,935,3.3512544803,37.99,-121.83,1.459
4.7566,18,5.9586956522,0.9760869565,1507,3.2760869565,37.99,-121.83,1.425
1.7161,8,3.7602339181,1.0789473684,1384,2.0233918129,38,-121.83,0.758
3.3625,13,5.0443951165,1.0566037736,2188,2.4284128746,37.99,-121.84,1.261
4.6029,15,6.1340206186,0.9922680412,1292,3.3298969072,37.99,-121.84,1.426
5.6779,16,6.4437086093,1.0198675497,1456,3.2141280353,37.99,-121.83,1.647
2.5893,36,5.3568075117,1.0985915493,562,2.6384976526,38,-121.79,1.085
5.6506,10,7.0921501706,1.0392491468,1878,3.204778157,37.99,-121.79,1.786
5.7321,18,6.814953271,0.9981308411,1651,3.0859813084,37.99,-121.79,1.647
3.5368,34,5.9651416122,1.0348583878,1316,2.8671023965,38,-121.8,1.225
5.5,16,6.899103139,1.0426008969,1575,3.5313901345,37.99,-121.8,1.795
5.4409,4,7.8533519553,1.0893854749,2429,3.3924581006,37.99,-121.77,2.051
4.1111,10,5.9040511727,1.3198294243,1045,2.2281449893,38.03,-121.88,1.586
1.2024,36,5.749034749,1.277992278,838,3.2355212355,38.04,-121.9,0.902
1.3958,52,4.4814814815,1.0925925926,188,3.4814814815,38.04,-121.86,0.675
2.7083,52,4.756302521,0.9222689076,1403,2.9474789916,38.02,-121.87,0.994
2,52,5.303030303,1.0822510823,725,3.1385281385,38.03,-121.88,1.014
2.0034,51,4.9046052632,1.1332236842,1831,3.0115131579,38.03,-121.9,0.877
2.5737,46,5.5287958115,1.219895288,1249,3.2696335079,38.02,-121.88,0.87
3.3371,36,4.9669724771,1.0091743119,1827,3.352293578,38.02,-121.89,0.946
3.6154,5,4.1935483871,0.9919354839,1037,2.7876344086,38.02,-121.9,1.818
3.1389,31,5.3746312684,1.1002949853,2229,3.2876106195,38.02,-121.87,1.178
4.1947,16,6.3848039216,1.0784313725,1352,3.3137254902,38,-121.88,1.403
2.7374,9,4.4334442596,1.0682196339,2827,2.3519134775,38.01,-121.88,1.5
4.2227,30,5.6980609418,1.0290858726,1994,2.7617728532,38.01,-121.89,1.344
5.3098,22,5.5891472868,0.9069767442,367,2.8449612403,38,-121.88,1.519
3.5857,4,4.7997644287,1.0918727915,2239,2.6372202591,38,-121.86,1.652
5.25,16,7.0993377483,1.0242825607,1504,3.3200883002,38,-121.86,1.617
4.1016,4,4.7093275488,1.295010846,928,2.0130151844,37.99,-121.89,1.705
5.5676,16,7.4694280079,1.0157790927,1606,3.16765286,37.99,-121.88,1.742
4.8542,17,6.5373493976,1.065060241,1475,3.5542168675,38,-121.87,1.441
4.9783,15,7.0836012862,1.0032154341,1051,3.3794212219,37.99,-121.87,1.639
3.0042,28,5.6770670827,1.1716068643,2362,3.6848673947,38.01,-121.89,1.039
2.1417,12,4.3900293255,1.0557184751,943,2.7653958944,38.02,-121.9,1.222
4.6628,16,5.4137214137,0.9438669439,1696,3.525987526,38.01,-121.9,1.36
5.102,8,5.6818181818,0.9896694215,1526,3.152892562,38.02,-121.92,1.565
4.0972,32,4.7169811321,0.8867924528,663,3.1273584906,38.01,-121.89,0.992
3.5129,34,5.2340720222,1.0609418283,2356,3.2631578947,38.01,-121.9,1.106
4.1094,14,5.9937888199,1.1273291925,990,3.0745341615,38,-121.9,1.622
6.0497,14,7.1386666667,0.9813333333,1288,3.4346666667,38,-121.9,1.775
6.1237,7,6.2290076336,0.9465648855,879,3.3549618321,38.01,-121.92,1.66
